area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surface,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface,province,Zone,zone_num,price_per_m2,subtype
269.0,439000.0,just renovated,2.0,6.0,not installed,,2.0,6032,1000.0,1,67,,house,house,1,800,Hainaut,Wallonia_zone,2,1631.9702602230484,1
450.0,745000.0,as new,4.0,5.0,hyper equipped,,2.0,1495,1436.0,0,0,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,1655.5555555555557,2
176.0,250000.0,just renovated,3.0,4.0,installed,,,6540,570.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1420.4545454545455,1
245.0,315000.0,,2.0,3.0,,,,1651,340.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,1285.7142857142858,1
275.0,419900.0,good,4.0,3.0,installed,,,6183,2317.0,1,45,True,house,villa,1,2000,Hainaut,Wallonia_zone,2,1526.909090909091,2
360.0,700000.0,good,4.0,6.0,,,,1370,2200.0,0,0,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,1944.4444444444443,2
176.0,355000.0,,3.0,4.0,hyper equipped,,,2950,175.0,1,26,,house,house,0,0,Antwerp,Flanders_zone,3,2017.0454545454545,1
148.0,265000.0,good,4.0,3.0,installed,,,6960,4500.0,0,0,,house,house,1,4500,Luxembourg,Wallonia_zone,2,1790.5405405405406,1
260.0,3000000.0,,,4.0,,,,8300,1171.0,0,0,True,house,villa,0,0,West Flanders,Flanders_zone,3,11538.461538461539,2
175.0,215000.0,good,3.0,2.0,semi equipped,,,5300,1310.0,1,49,,house,house,0,0,Namur,Wallonia_zone,2,1228.5714285714287,1
180.0,249000.0,,2.0,4.0,hyper equipped,,,6000,1.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1383.3333333333333,1
160.0,149000.0,to renovate,4.0,3.0,not installed,,,6061,220.0,1,10,,house,house,1,160,Hainaut,Wallonia_zone,2,931.25,1
465.0,4750000.0,as new,4.0,6.0,hyper equipped,,,1050,1300.0,1,100,,house,exceptiona,1,800,Brussel-Capital,Brussels_zone,1,10215.053763440861,0
850.0,3350000.0,as new,4.0,8.0,installed,,,1380,48000.0,1,261,,house,exceptiona,1,48000,Walloon Brabant,Wallonia_zone,2,3941.176470588235,0
323.0,1380000.0,as new,4.0,5.0,hyper equipped,,,1410,1900.0,1,104,True,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,4272.445820433437,2
132.0,262500.0,,,3.0,,,,8900,375.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1988.6363636363637,1
140.0,335000.0,to be done up,4.0,4.0,hyper equipped,,,4470,2013.0,1,40,,house,house,1,1300,Liege,Wallonia_zone,2,2392.8571428571427,1
389.0,965000.0,as new,2.0,6.0,hyper equipped,,,1030,355.0,1,20,,house,house,1,140,Brussel-Capital,Brussels_zone,1,2480.719794344473,1
250.0,590000.0,good,3.0,4.0,installed,,,2520,438.0,1,20,,house,house,0,0,Antwerp,Flanders_zone,3,2360.0,1
270.0,564000.0,good,3.0,5.0,installed,,,6717,1072.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,2088.8888888888887,1
124.0,545000.0,good,,3.0,installed,,,1420,577.0,0,0,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,4395.1612903225805,2
304.0,895000.0,,,3.0,,,,8300,148.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2944.0789473684213,1
250.0,529000.0,good,4.0,4.0,installed,,,9170,2772.0,1,40,,house,villa,0,0,East Flanders,Flanders_zone,3,2116.0,2
80.0,230000.0,as new,,3.0,hyper equipped,,,8434,205.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2875.0,1
282.0,445000.0,good,4.0,4.0,installed,,,8210,989.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1578.014184397163,1
700.0,385000.0,as new,3.0,8.0,semi equipped,,,4800,997.0,0,0,,house,mansion,1,780,Liege,Wallonia_zone,2,550.0,6
198.0,335000.0,to renovate,3.0,4.0,semi equipped,,,6700,501.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,1691.919191919192,1
121.0,310000.0,,3.0,3.0,hyper equipped,,,8400,163.0,1,15,,house,villa,0,0,West Flanders,Flanders_zone,3,2561.9834710743803,2
168.0,378000.0,as new,,4.0,,,,8730,400.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2250.0,1
210.0,400000.0,to be done up,,4.0,,,1.0,1300,598.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,1904.7619047619048,1
384.0,415000.0,as new,,5.0,hyper equipped,,,9900,370.0,1,22,,house,house,1,260,East Flanders,Flanders_zone,3,1080.7291666666667,1
500.0,1995000.0,good,4.0,8.0,hyper equipped,,,1950,2410.0,1,50,,house,villa,1,2120,Flemish Brabant,Flanders_zone,3,3990.0,2
150.0,348000.0,,2.0,3.0,not installed,,,1420,120.0,0,0,,house,mixed,0,0,Walloon Brabant,Wallonia_zone,2,2320.0,4
195.0,114000.0,good,3.0,3.0,semi equipped,,,4520,3732.0,0,0,,house,house,1,3500,Liege,Wallonia_zone,2,584.6153846153846,1
133.0,335000.0,,2.0,3.0,,,,9960,229.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2518.7969924812032,1
80.0,149500.0,good,4.0,2.0,installed,,,6240,300.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1868.75,1
213.0,559000.0,good,4.0,4.0,installed,,,3960,25180.0,0,0,,house,country,0,0,Limburg,Flanders_zone,3,2624.413145539906,7
127.0,165000.0,,4.0,3.0,installed,,,2400,533.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1299.2125984251968,1
222.0,585000.0,as new,4.0,5.0,hyper equipped,,,1410,924.0,1,22,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,2635.135135135135,2
160.0,340000.0,as new,2.0,3.0,hyper equipped,,,1420,90.0,1,26,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2125.0,1
161.0,285000.0,good,2.0,3.0,installed,,,2560,295.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1770.1863354037266,1
126.0,297260.0,,4.0,3.0,,,,8460,393.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2359.2063492063494,1
128.0,195000.0,just renovated,2.0,3.0,hyper equipped,,,6001,89.0,1,20,,house,house,0,0,Hainaut,Wallonia_zone,2,1523.4375,1
213.0,330000.0,to renovate,3.0,4.0,,,,9700,555.0,0,0,,house,mixed,1,168,East Flanders,Flanders_zone,3,1549.2957746478874,4
257.0,390000.0,,3.0,4.0,,,,1601,258.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,1517.5097276264592,1
506.0,550000.0,to be done up,4.0,8.0,not installed,,,6970,7000.0,0,0,,house,exceptiona,1,700,Luxembourg,Wallonia_zone,2,1086.9565217391305,0
125.0,149900.0,to be done up,3.0,4.0,installed,yes,,6041,60.0,0,0,,house,apartment,0,0,Hainaut,Wallonia_zone,2,1199.2,3
170.0,500000.0,to renovate,4.0,3.0,installed,,,5100,2703.0,1,104,,house,villa,1,2550,Namur,Wallonia_zone,2,2941.176470588235,2
277.0,260000.0,,4.0,3.0,installed,,,7380,430.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,938.6281588447654,1
750.0,1300000.0,good,4.0,5.0,usa hyper equipped,,,6223,20000.0,0,0,,house,exceptiona,0,0,Hainaut,Wallonia_zone,2,1733.3333333333333,0
145.0,288700.0,,3.0,4.0,not installed,,,1357,476.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,1991.0344827586207,1
145.0,195000.0,to renovate,4.0,3.0,installed,,,4500,2312.0,1,40,,house,house,1,2200,Liege,Wallonia_zone,2,1344.8275862068965,1
185.0,219000.0,good,3.0,4.0,installed,,,2222,247.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1183.7837837837837,1
245.0,500000.0,good,2.0,5.0,hyper equipped,,,1030,1000.0,1,25,,house,house,0,0,Brussel-Capital,Brussels_zone,1,2040.8163265306123,1
150.0,295000.0,just renovated,3.0,4.0,hyper equipped,,,9402,520.0,1,25,,house,house,0,0,East Flanders,Flanders_zone,3,1966.6666666666667,1
208.0,339000.0,good,3.0,4.0,installed,,,9130,307.0,1,12,,house,house,1,140,East Flanders,Flanders_zone,3,1629.8076923076924,1
200.0,349950.0,good,3.0,3.0,installed,,1.0,2150,248.0,1,16,,house,house,1,150,Antwerp,Flanders_zone,3,1749.75,1
266.0,599000.0,good,,6.0,,,,9700,563.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2251.8796992481202,1
210.0,210000.0,,2.0,4.0,semi equipped,,,9400,267.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1000.0,1
202.0,448000.0,as new,4.0,4.0,installed,,,3570,586.0,0,0,,house,villa,0,0,Limburg,Flanders_zone,3,2217.8217821782177,2
718.0,485000.0,,3.0,3.0,,,,9700,1445.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,675.4874651810585,1
330.0,950000.0,to be done up,3.0,4.0,semi equipped,,,9000,118.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2878.787878787879,1
127.0,279000.0,just renovated,2.0,2.0,hyper equipped,,,9300,79.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2196.850393700787,1
157.0,397500.0,as new,4.0,3.0,installed,,,2845,411.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2531.8471337579617,1
86.0,280000.0,,2.0,2.0,hyper equipped,,,8400,156.0,1,19,,house,house,1,47,West Flanders,Flanders_zone,3,3255.813953488372,1
291.0,698000.0,,4.0,4.0,hyper equipped,,,6120,1060.0,1,45,True,house,villa,1,450,Hainaut,Wallonia_zone,2,2398.6254295532644,2
1000.0,4950000.0,good,2.0,8.0,installed,,,1050,310.0,0,0,,house,mansion,0,0,Brussel-Capital,Brussels_zone,1,4950.0,6
330.0,340000.0,as new,2.0,2.0,semi equipped,,,4500,230.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1030.3030303030303,1
213.0,435000.0,just renovated,2.0,3.0,hyper equipped,,,1785,249.0,1,7,,house,town,1,138,Flemish Brabant,Flanders_zone,3,2042.2535211267605,8
122.0,124900.0,good,3.0,2.0,semi equipped,,,6061,75.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1023.7704918032787,1
450.0,3200000.0,as new,4.0,7.0,hyper equipped,,,1380,37000.0,1,80,True,house,villa,1,2500,Walloon Brabant,Wallonia_zone,2,7111.111111111111,2
540.0,3250000.0,as new,4.0,5.0,usa hyper equipped,,,1180,2000.0,1,70,True,house,exceptiona,1,1800,Brussel-Capital,Brussels_zone,1,6018.518518518518,0
45.0,118000.0,,2.0,1.0,,,,9500,30.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2622.222222222222,1
252.0,319000.0,good,4.0,5.0,installed,,,7034,795.0,1,12,,house,house,0,0,Hainaut,Wallonia_zone,2,1265.873015873016,1
103.0,260000.0,,3.0,3.0,,,,9600,425.0,1,20,,house,house,0,0,East Flanders,Flanders_zone,3,2524.2718446601943,1
140.0,120000.0,good,2.0,3.0,,,,7340,150.0,1,34,,house,house,0,0,Hainaut,Wallonia_zone,2,857.1428571428571,1
165.0,365000.0,,,3.0,,,,1570,534.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2212.121212121212,1
425.0,700000.0,good,4.0,8.0,hyper equipped,,,1800,600.0,0,0,,house,villa,0,0,Flemish Brabant,Flanders_zone,3,1647.0588235294117,2
191.0,185000.0,good,3.0,4.0,installed,,,6183,410.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,968.5863874345549,1
153.0,319877.0,,3.0,3.0,,,,8430,326.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2090.699346405229,1
350.0,998000.0,as new,4.0,6.0,hyper equipped,,,1410,718.0,0,0,,house,villa,1,450,Walloon Brabant,Wallonia_zone,2,2851.4285714285716,2
110.0,332000.0,good,2.0,3.0,installed,,,1880,102.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,3018.181818181818,1
192.0,407663.0,,3.0,4.0,not installed,,,6700,465.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,2123.2447916666665,1
165.0,40000.0,to renovate,2.0,5.0,,,,4460,310.0,0,0,,house,house,1,240,Liege,Wallonia_zone,2,242.42424242424244,1
437.0,970000.0,as new,4.0,4.0,usa installed,,,1742,1900.0,1,100,,house,exceptiona,1,1560,Flemish Brabant,Flanders_zone,3,2219.679633867277,0
310.0,770000.0,as new,4.0,5.0,hyper equipped,,,9700,790.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2483.8709677419356,1
175.0,395000.0,,2.0,3.0,installed,,,9050,63.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2257.1428571428573,1
135.0,259000.0,good,4.0,3.0,installed,,,6060,500.0,1,20,,house,house,1,400,Hainaut,Wallonia_zone,2,1918.5185185185185,1
192.0,380000.0,as new,3.0,4.0,hyper equipped,,,9310,170.0,1,10,,house,house,1,83,East Flanders,Flanders_zone,3,1979.1666666666667,1
150.0,319000.0,as new,,3.0,,,,9300,131.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2126.6666666666665,1
138.0,195000.0,good,2.0,3.0,installed,,,8940,69.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1413.0434782608695,1
475.0,2750000.0,good,4.0,7.0,installed,,,1970,7925.0,0,0,,house,villa,1,7700,Flemish Brabant,Flanders_zone,3,5789.473684210527,2
154.0,405500.0,as new,4.0,3.0,installed,,,2845,425.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2633.116883116883,1
340.0,649500.0,,4.0,3.0,hyper equipped,,,9940,630.0,1,40,,house,villa,0,0,East Flanders,Flanders_zone,3,1910.2941176470588,2
100.0,229000.0,as new,2.0,2.0,installed,,,7730,211.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,2290.0,1
151.0,425000.0,good,4.0,3.0,installed,yes,,8020,811.0,0,0,,house,bungalow,0,0,West Flanders,Flanders_zone,3,2814.569536423841,9
210.0,369000.0,,,4.0,,,,8500,165.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1757.142857142857,1
340.0,440000.0,good,4.0,7.0,usa installed,,,6280,876.0,1,45,,house,apartment,1,250,Hainaut,Wallonia_zone,2,1294.1176470588234,3
166.0,550000.0,good,2.0,3.0,installed,,,6700,459.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,3313.253012048193,1
144.0,293000.0,good,3.0,3.0,installed,,,8480,294.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2034.7222222222222,1
210.0,495000.0,just renovated,4.0,4.0,hyper equipped,,,1390,629.0,1,15,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2357.1428571428573,1
294.0,698000.0,as new,4.0,4.0,usa hyper equipped,,,2861,3117.0,0,0,,house,country,0,0,Antwerp,Flanders_zone,3,2374.1496598639455,7
230.0,375000.0,to be done up,,3.0,semi equipped,,,9050,272.0,1,8,,house,house,0,0,East Flanders,Flanders_zone,3,1630.4347826086957,1
210.0,378000.0,good,3.0,4.0,semi equipped,,,1480,968.0,1,20,,house,house,1,850,Walloon Brabant,Wallonia_zone,2,1800.0,1
107.0,139500.0,good,3.0,2.0,installed,,,7301,220.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1303.7383177570093,1
90.0,339000.0,to renovate,,2.0,semi equipped,,,8300,56.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,3766.6666666666665,1
145.0,375000.0,good,3.0,4.0,installed,,1.0,1495,975.0,1,42,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2586.206896551724,1
225.0,495000.0,good,4.0,3.0,installed,,1.0,8420,1151.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2200.0,1
600.0,2000000.0,good,2.0,3.0,usa hyper equipped,,,1060,461.0,1,20,,house,exceptiona,1,32,Brussel-Capital,Brussels_zone,1,3333.3333333333335,0
168.0,449000.0,to renovate,3.0,2.0,semi equipped,,,1970,625.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2672.6190476190477,1
415.0,395000.0,good,4.0,5.0,installed,,,6983,2905.0,1,20,,house,house,1,2905,Luxembourg,Wallonia_zone,2,951.8072289156627,1
300.0,600000.0,good,,4.0,installed,,,7782,6314.0,0,0,,house,farmhouse,1,5914,Hainaut,Wallonia_zone,2,2000.0,11
420.0,950000.0,good,2.0,6.0,hyper equipped,,,1160,355.0,1,12,,house,house,1,230,Brussel-Capital,Brussels_zone,1,2261.904761904762,1
131.0,325000.0,good,4.0,3.0,installed,,,4130,533.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,2480.916030534351,1
140.0,675000.0,as new,2.0,3.0,usa hyper equipped,,,1180,285.0,0,0,,house,house,0,0,Brussel-Capital,Brussels_zone,1,4821.428571428572,1
121.0,349000.0,as new,,3.0,hyper equipped,,,9406,511.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2884.2975206611573,1
130.0,277500.0,,3.0,3.0,,,,8760,387.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2134.6153846153848,1
134.0,295000.0,good,3.0,3.0,,,,2820,441.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2201.492537313433,1
450.0,645000.0,good,4.0,7.0,installed,,,2310,6676.0,0,0,True,house,country,0,0,Antwerp,Flanders_zone,3,1433.3333333333333,7
87.0,250000.0,good,4.0,3.0,semi equipped,,,7334,2639.0,1,37,,house,villa,0,0,Hainaut,Wallonia_zone,2,2873.5632183908046,2
207.0,615000.0,as new,,4.0,,,,9000,105.0,0,0,,house,mansion,0,0,East Flanders,Flanders_zone,3,2971.014492753623,6
375.0,575000.0,as new,,3.0,,,2.0,9200,280.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1533.3333333333333,1
270.0,925000.0,to be done up,4.0,6.0,installed,,,1861,18290.0,0,0,,house,country,0,0,Flemish Brabant,Flanders_zone,3,3425.925925925926,7
185.0,890000.0,as new,4.0,3.0,hyper equipped,,,1090,663.0,1,30,,house,villa,1,400,Brussel-Capital,Brussels_zone,1,4810.810810810811,2
1008.0,4500000.0,as new,2.0,6.0,,,,1050,550.0,1,30,,house,mansion,0,0,Brussel-Capital,Brussels_zone,1,4464.285714285715,6
253.0,565000.0,good,3.0,4.0,installed,,,1860,349.0,1,20,,house,house,1,200,Flemish Brabant,Flanders_zone,3,2233.201581027668,1
103.0,179900.0,as new,2.0,3.0,,,,4040,168.0,1,9,,house,house,1,80,Liege,Wallonia_zone,2,1746.6019417475727,1
161.0,283461.0,as new,,3.0,,,,9690,510.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1760.6273291925465,1
425.0,1595000.0,,,3.0,,,,8000,295.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,3752.9411764705883,1
172.0,410000.0,to be done up,2.0,4.0,semi equipped,,,1020,146.0,0,0,,house,house,0,0,Brussel-Capital,Brussels_zone,1,2383.720930232558,1
214.0,275000.0,good,2.0,4.0,,,,9900,165.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1285.0467289719627,1
220.0,149500.0,to renovate,4.0,4.0,not installed,,,4500,2250.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,679.5454545454545,1
139.0,287700.0,,,3.0,,,,8460,362.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2069.7841726618703,1
130.0,219000.0,good,4.0,4.0,installed,,,4620,352.0,1,13,,house,house,1,100,Liege,Wallonia_zone,2,1684.6153846153845,1
525.0,999000.0,good,4.0,6.0,,,,1390,1915.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,1902.857142857143,1
220.0,399000.0,just renovated,3.0,5.0,installed,,,1300,300.0,1,40,,house,house,1,150,Walloon Brabant,Wallonia_zone,2,1813.6363636363637,1
141.0,284994.0,as new,3.0,3.0,,,,9500,274.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2021.2340425531916,1
155.0,135000.0,to restore,,3.0,semi equipped,,,4102,254.0,1,16,,house,house,1,145,Liege,Wallonia_zone,2,870.9677419354839,1
156.0,390990.0,,3.0,3.0,,,,8434,814.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2506.346153846154,1
192.0,475000.0,as new,3.0,2.0,,,,1745,395.0,1,21,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2473.9583333333335,1
271.0,315000.0,,4.0,3.0,not installed,,,1654,349.0,0,0,,house,mixed,0,0,Flemish Brabant,Flanders_zone,3,1162.361623616236,4
132.0,159000.0,to renovate,2.0,3.0,,,,8800,94.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1204.5454545454545,1
240.0,299000.0,,,3.0,,,1.0,6790,420.0,1,25,,house,house,0,0,Luxembourg,Wallonia_zone,2,1245.8333333333333,1
315.0,365000.0,good,4.0,4.0,installed,,,8650,636.0,1,12,,house,house,0,0,West Flanders,Flanders_zone,3,1158.7301587301588,1
317.0,625000.0,as new,,3.0,installed,,1.0,9051,919.0,0,0,,house,villa,0,0,East Flanders,Flanders_zone,3,1971.608832807571,2
165.0,345000.0,good,4.0,4.0,installed,,,7800,850.0,0,0,,house,villa,0,0,Hainaut,Wallonia_zone,2,2090.909090909091,2
126.0,299000.0,,2.0,3.0,installed,,,2845,300.0,0,0,,house,house,1,130,Antwerp,Flanders_zone,3,2373.0158730158732,1
100.0,265000.0,as new,4.0,2.0,hyper equipped,,,4870,131.0,1,15,,house,house,1,15,Liege,Wallonia_zone,2,2650.0,1
201.0,235000.0,,,3.0,,,,8730,254.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1169.1542288557214,1
509.0,2285000.0,as new,2.0,6.0,hyper equipped,,,1050,310.0,1,50,,house,exceptiona,1,200,Brussel-Capital,Brussels_zone,1,4489.194499017682,0
150.0,220000.0,good,,3.0,installed,,,5360,266.0,0,0,,house,house,0,0,Namur,Wallonia_zone,2,1466.6666666666667,1
155.0,430000.0,good,3.0,4.0,installed,,,1410,583.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2774.1935483870966,1
346.0,795000.0,as new,4.0,5.0,hyper equipped,,,1701,2632.0,0,0,True,house,villa,0,0,Flemish Brabant,Flanders_zone,3,2297.6878612716764,2
176.0,550000.0,as new,4.0,4.0,usa hyper equipped,,,1473,1475.0,1,40,True,house,villa,1,1100,Walloon Brabant,Wallonia_zone,2,3125.0,2
204.0,159000.0,good,,3.0,semi equipped,,,5570,597.0,0,0,,house,house,0,0,Namur,Wallonia_zone,2,779.4117647058823,1
118.0,310000.0,,,2.0,not installed,,,9620,109.0,1,7,,house,house,1,54,East Flanders,Flanders_zone,3,2627.1186440677966,1
180.0,278000.0,as new,3.0,3.0,installed,,,7110,440.0,1,30,,house,house,1,380,Hainaut,Wallonia_zone,2,1544.4444444444443,1
400.0,389000.0,as new,,4.0,hyper equipped,,,6900,352.0,1,20,,house,house,0,0,Luxembourg,Wallonia_zone,2,972.5,1
250.0,245000.0,to renovate,4.0,5.0,semi equipped,,,7822,1013.0,0,0,,house,villa,1,1013,Hainaut,Wallonia_zone,2,980.0,2
157.0,280000.0,to be done up,3.0,3.0,installed,,,1790,440.0,1,6,,house,house,1,300,Flemish Brabant,Flanders_zone,3,1783.43949044586,1
125.0,265000.0,good,4.0,3.0,installed,,,4500,1144.0,1,30,,house,house,1,600,Liege,Wallonia_zone,2,2120.0,1
131.0,289500.0,,3.0,3.0,,,,8760,345.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2209.9236641221373,1
227.0,875000.0,as new,,4.0,,,,8670,964.0,0,0,True,house,villa,0,0,West Flanders,Flanders_zone,3,3854.625550660793,2
113.0,275000.0,good,,3.0,hyper equipped,,,8370,124.0,1,10,,house,house,0,0,West Flanders,Flanders_zone,3,2433.6283185840707,1
260.0,3000000.0,as new,4.0,4.0,,,,8300,1171.0,0,0,True,house,villa,1,1000,West Flanders,Flanders_zone,3,11538.461538461539,2
728.0,4950000.0,good,4.0,6.0,hyper equipped,,,3080,20066.0,1,100,True,house,exceptiona,1,20066,Flemish Brabant,Flanders_zone,3,6799.450549450549,0
149.0,279000.0,as new,,4.0,,,,8790,290.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1872.4832214765102,1
119.0,95000.0,good,2.0,3.0,installed,,,6183,65.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,798.3193277310925,1
220.0,419000.0,good,3.0,3.0,usa hyper equipped,,1.0,1930,570.0,1,12,,house,house,1,380,Flemish Brabant,Flanders_zone,3,1904.5454545454545,1
180.0,235000.0,,3.0,3.0,not installed,,,4877,3900.0,0,0,,house,house,1,3500,Liege,Wallonia_zone,2,1305.5555555555557,1
285.0,1150000.0,as new,4.0,6.0,hyper equipped,,,1180,833.0,1,40,True,house,villa,1,450,Brussel-Capital,Brussels_zone,1,4035.0877192982457,2
108.0,165000.0,just renovated,2.0,3.0,semi equipped,,,7700,220.0,1,40,,house,house,1,120,Hainaut,Wallonia_zone,2,1527.7777777777778,1
774.0,749000.0,good,4.0,4.0,hyper equipped,,,4400,2300.0,0,0,,house,country,1,600,Liege,Wallonia_zone,2,967.7002583979328,7
317.0,639000.0,as new,,5.0,hyper equipped,,,8850,1894.0,0,0,True,house,villa,0,0,West Flanders,Flanders_zone,3,2015.7728706624605,2
565.0,1199000.0,good,4.0,5.0,,,,6280,3169.0,0,0,True,house,villa,0,0,Hainaut,Wallonia_zone,2,2122.1238938053098,2
300.0,299000.0,,3.0,3.0,,,,4460,995.0,1,15,,house,town,1,995,Liege,Wallonia_zone,2,996.6666666666666,8
146.0,261000.0,,,4.0,,,,8830,265.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,1787.6712328767123,2
235.0,556000.0,as new,2.0,5.0,usa hyper equipped,,,2660,176.0,0,0,,house,mansion,1,90,Antwerp,Flanders_zone,3,2365.9574468085107,6
598.0,1450000.0,,,8.0,,,,1200,470.0,0,0,,house,house,0,0,Brussel-Capital,Brussels_zone,1,2424.7491638795987,1
201.0,334000.0,,,3.0,usa installed,,,2250,378.0,1,14,,house,house,0,0,Antwerp,Flanders_zone,3,1661.6915422885572,1
440.0,1095000.0,as new,4.0,7.0,installed,,1.0,2970,2187.0,1,90,True,house,exceptiona,0,0,Antwerp,Flanders_zone,3,2488.6363636363635,0
150.0,249000.0,to be done up,4.0,4.0,,,1.0,5530,1687.0,0,0,,house,villa,0,0,Namur,Wallonia_zone,2,1660.0,2
200.0,219500.0,good,2.0,3.0,hyper equipped,,,9600,315.0,1,20,,house,house,1,200,East Flanders,Flanders_zone,3,1097.5,1
165.0,239125.0,,2.0,2.0,hyper equipped,,,8830,165.0,1,10,,house,house,0,0,West Flanders,Flanders_zone,3,1449.2424242424242,1
156.0,457500.0,,,3.0,installed,,,9000,156.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2932.6923076923076,1
474.0,1350000.0,as new,,5.0,,,,9000,332.0,0,0,,house,mansion,0,0,East Flanders,Flanders_zone,3,2848.1012658227846,6
130.0,149900.0,to be done up,2.0,3.0,semi equipped,,,6180,285.0,1,15,,house,house,1,235,Hainaut,Wallonia_zone,2,1153.076923076923,1
164.0,489000.0,good,4.0,4.0,installed,,,8720,1025.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,2981.7073170731705,2
250.0,40000.0,,,3.0,not installed,,,4040,1200.0,0,0,,house,house,1,1000,Liege,Wallonia_zone,2,160.0,1
