area,price,building_status,number_facades,number_bedrooms,kitchen_equipped,furnished,open_fire,zip_code,land_surface,terrace,terrace_surface,swimming_pool,property_type,subtype_property,garden,garden_surface,province,Zone,zone_num,price_per_m2,subtype
193.0,239000.0,,,4.0,,,,8800,149.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1238.341968911917,1
270.0,564000.0,good,3.0,5.0,installed,,,6717,1072.0,0,0,,house,villa,0,0,Luxembourg,Wallonia_zone,2,2088.8888888888887,2
524.0,1975000.0,to be done up,4.0,4.0,,,1.0,1460,18295.0,0,0,True,house,house,0,0,Walloon Brabant,Wallonia_zone,2,3769.083969465649,1
135.0,351500.0,,,3.0,,,,9120,155.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2603.703703703704,1
180.0,345000.0,good,,5.0,installed,,,1440,148.0,1,21,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,1916.6666666666667,1
131.0,375000.0,good,,3.0,installed,,,1420,345.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2862.5954198473282,1
107.0,135000.0,just renovated,4.0,2.0,usa hyper equipped,,,6060,110.0,1,17,,house,house,0,0,Hainaut,Wallonia_zone,2,1261.6822429906542,1
114.0,277527.0,,3.0,3.0,,,,8790,346.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2434.4473684210525,1
244.0,493000.0,as new,3.0,4.0,hyper equipped,,,3051,439.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2020.4918032786886,1
210.0,275000.0,good,2.0,4.0,installed,,,9320,430.0,1,40,,house,mixed,1,310,East Flanders,Flanders_zone,3,1309.5238095238096,4
140.0,235000.0,to renovate,4.0,3.0,semi equipped,,,4530,1423.0,0,0,,house,bungalow,1,1300,Liege,Wallonia_zone,2,1678.5714285714287,9
187.0,550000.0,as new,4.0,3.0,hyper equipped,,,7000,1802.0,1,58,,house,villa,1,1600,Hainaut,Wallonia_zone,2,2941.176470588235,2
500.0,845000.0,to be done up,2.0,11.0,semi equipped,,,9320,396.0,0,0,,house,apartment,0,0,East Flanders,Flanders_zone,3,1690.0,3
350.0,600000.0,good,2.0,3.0,hyper equipped,,1.0,9030,178.0,1,23,,house,mixed,0,0,East Flanders,Flanders_zone,3,1714.2857142857142,4
109.0,125000.0,to be done up,2.0,2.0,semi equipped,,,4040,481.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1146.788990825688,1
225.0,1045000.0,as new,4.0,4.0,usa installed,,,7540,1472.0,1,50,True,house,house,0,0,Hainaut,Wallonia_zone,2,4644.444444444444,1
130.0,195000.0,good,3.0,2.0,installed,,,3400,99.0,1,7,,house,house,0,0,Flemish Brabant,Flanders_zone,3,1500.0,1
176.0,399000.0,as new,4.0,3.0,usa installed,,,5020,406.0,1,200,,house,house,1,300,Namur,Wallonia_zone,2,2267.0454545454545,1
142.0,335000.0,to be done up,2.0,4.0,installed,,,1800,135.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2359.154929577465,1
160.0,249000.0,good,4.0,5.0,semi equipped,,,5060,583.0,1,44,,house,house,1,406,Namur,Wallonia_zone,2,1556.25,1
188.0,459000.0,good,2.0,3.0,installed,,,1790,1089.0,1,25,,house,mixed,0,0,Flemish Brabant,Flanders_zone,3,2441.4893617021276,4
584.0,389000.0,good,3.0,7.0,installed,,,8480,977.0,0,0,,house,mixed,0,0,West Flanders,Flanders_zone,3,666.0958904109589,4
148.0,420000.0,to be done up,3.0,2.0,hyper equipped,,,9308,719.0,1,40,True,house,bungalow,0,0,East Flanders,Flanders_zone,3,2837.837837837838,9
275.0,419900.0,good,4.0,3.0,installed,,,6180,2317.0,1,45,True,house,villa,1,2000,Hainaut,Wallonia_zone,2,1526.909090909091,2
89.0,199000.0,,2.0,3.0,not installed,,,4040,372.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,2235.955056179775,1
191.0,522000.0,just renovated,2.0,3.0,installed,,,9000,152.0,0,0,,house,house,1,47,East Flanders,Flanders_zone,3,2732.9842931937173,1
306.0,370000.0,to be done up,4.0,4.0,installed,,,7890,9447.0,0,0,,house,bungalow,0,0,Hainaut,Wallonia_zone,2,1209.1503267973856,9
170.0,309000.0,good,4.0,5.0,semi equipped,,,4520,891.0,1,20,,house,house,1,600,Liege,Wallonia_zone,2,1817.6470588235295,1
173.0,319000.0,,2.0,4.0,,,,8770,245.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1843.9306358381502,1
125.0,261000.0,,,3.0,usa installed,,,9040,56.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2088.0,1
185.0,307500.0,good,3.0,1.0,,,,8820,335.0,1,30,,house,house,0,0,West Flanders,Flanders_zone,3,1662.162162162162,1
252.0,437939.0,,3.0,4.0,installed,,,8370,481.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1737.8531746031747,1
253.0,850000.0,good,2.0,6.0,usa hyper equipped,,,1040,162.0,0,0,,house,house,1,80,Brussel-Capital,Brussels_zone,1,3359.683794466403,1
253.0,370000.0,,,6.0,,,,1070,159.0,1,17,,house,house,1,67,Brussel-Capital,Brussels_zone,1,1462.4505928853755,1
400.0,1395000.0,good,4.0,6.0,hyper equipped,,,1640,2700.0,0,0,,house,house,1,2700,Flemish Brabant,Flanders_zone,3,3487.5,1
207.0,159000.0,to renovate,2.0,5.0,installed,,,9600,160.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,768.1159420289855,1
638.0,1398000.0,as new,4.0,5.0,hyper equipped,,,2930,1519.0,0,0,,house,villa,0,0,Antwerp,Flanders_zone,3,2191.222570532915,2
267.0,310000.0,to be done up,2.0,5.0,semi equipped,,,7822,920.0,1,25,,house,other,0,0,Hainaut,Wallonia_zone,2,1161.0486891385767,14
300.0,830000.0,,2.0,4.0,,,,2600,292.0,0,0,,house,exceptiona,1,197,Antwerp,Flanders_zone,3,2766.6666666666665,0
145.0,285000.0,,,3.0,,,,8900,219.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1965.5172413793102,1
110.0,69000.0,to renovate,2.0,3.0,,,,4500,1295.0,1,35,,house,house,1,1154,Liege,Wallonia_zone,2,627.2727272727273,1
213.0,469000.0,to be done up,3.0,4.0,semi equipped,,,2800,74.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2201.8779342723005,1
177.0,339800.0,as new,3.0,3.0,installed,,,2040,383.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1919.774011299435,1
175.0,265000.0,to renovate,3.0,3.0,not installed,,,4020,278.0,0,0,,house,mixed,0,0,Liege,Wallonia_zone,2,1514.2857142857142,4
229.0,375000.0,good,,2.0,installed,,,8870,342.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1637.5545851528384,1
660.0,560000.0,to renovate,4.0,3.0,semi equipped,,,2830,2200.0,1,60,,house,villa,1,1,Antwerp,Flanders_zone,3,848.4848484848485,2
780.0,2120000.0,as new,2.0,6.0,hyper equipped,,,1180,300.0,1,23,,house,exceptiona,1,100,Brussel-Capital,Brussels_zone,1,2717.948717948718,0
589.0,749000.0,,2.0,5.0,,,,8850,929.0,0,0,,house,mixed,0,0,West Flanders,Flanders_zone,3,1271.6468590831919,4
184.0,550000.0,as new,3.0,3.0,hyper equipped,,1.0,6230,3910.0,1,29,,house,house,1,3000,Hainaut,Wallonia_zone,2,2989.1304347826085,1
300.0,720000.0,just renovated,4.0,3.0,installed,,,7760,2049.0,0,0,,house,country,0,0,Hainaut,Wallonia_zone,2,2400.0,7
140.0,85000.0,to restore,3.0,2.0,semi equipped,,,7390,179.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,607.1428571428571,1
114.0,262264.0,,3.0,3.0,,,,8790,346.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2300.561403508772,1
200.0,299000.0,to be done up,3.0,4.0,usa semi equipped,,,3400,613.0,1,20,,house,house,1,355,Flemish Brabant,Flanders_zone,3,1495.0,1
161.0,329000.0,to renovate,3.0,4.0,,,,9050,273.0,0,0,,house,house,1,118,East Flanders,Flanders_zone,3,2043.4782608695652,1
175.0,569000.0,good,,3.0,installed,,,8380,840.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,3251.4285714285716,2
311.0,465000.0,as new,,4.0,,,,8400,76.0,1,22,,house,mansion,0,0,West Flanders,Flanders_zone,3,1495.1768488745981,6
145.0,298000.0,good,3.0,3.0,,,1.0,4121,150.0,1,16,,house,house,1,60,Liege,Wallonia_zone,2,2055.1724137931033,1
306.0,585000.0,as new,,5.0,usa installed,,1.0,7500,185.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1911.764705882353,1
120.0,262000.0,,,3.0,,,,8830,258.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2183.3333333333335,1
486.0,2325000.0,as new,,15.0,,yes,,8300,653.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,4783.950617283951,1
129.0,249000.0,just renovated,3.0,2.0,installed,,,4400,458.0,1,14,,house,house,1,250,Liege,Wallonia_zone,2,1930.2325581395348,1
190.0,460000.0,as new,4.0,2.0,installed,,,1083,125.0,1,15,,house,house,1,30,Brussel-Capital,Brussels_zone,1,2421.0526315789475,1
126.0,232500.0,,2.0,3.0,not installed,,,4500,65.0,1,15,,house,house,1,50,Liege,Wallonia_zone,2,1845.2380952380952,1
245.0,385000.0,just renovated,,4.0,installed,,,3660,1020.0,1,16,,house,house,0,0,Limburg,Flanders_zone,3,1571.4285714285713,1
120.0,239000.0,as new,3.0,3.0,not installed,,,4257,1000.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1991.6666666666667,1
225.0,760000.0,as new,4.0,4.0,not installed,,,9700,1211.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,3377.777777777778,1
146.0,280000.0,good,,4.0,,,,9000,65.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1917.8082191780823,1
230.0,435000.0,good,3.0,3.0,installed,,,1850,375.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,1891.304347826087,1
410.0,1950000.0,good,3.0,6.0,hyper equipped,,,1150,598.0,1,20,,house,house,1,330,Brussel-Capital,Brussels_zone,1,4756.09756097561,1
232.0,369000.0,as new,4.0,4.0,installed,,,6940,1150.0,1,40,,house,house,1,1150,Luxembourg,Wallonia_zone,2,1590.5172413793102,1
450.0,895000.0,as new,4.0,5.0,usa hyper equipped,,,4550,6200.0,0,0,True,house,exceptiona,1,5000,Liege,Wallonia_zone,2,1988.888888888889,0
300.0,598000.0,as new,4.0,4.0,installed,,,8750,2493.0,1,40,,house,villa,0,0,West Flanders,Flanders_zone,3,1993.3333333333333,2
160.0,295000.0,good,2.0,4.0,installed,,,8790,244.0,1,20,,house,house,1,90,West Flanders,Flanders_zone,3,1843.75,1
702.0,881000.0,as new,4.0,8.0,installed,,,6840,1136.0,0,0,,house,exceptiona,0,0,Luxembourg,Wallonia_zone,2,1254.985754985755,0
100.0,120000.0,to renovate,2.0,2.0,,yes,,9600,180.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1200.0,1
157.0,325000.0,to renovate,3.0,3.0,installed,,,1470,950.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2070.063694267516,1
215.0,245000.0,,,4.0,,,,8920,722.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1139.5348837209303,1
150.0,675000.0,good,2.0,3.0,installed,,,1150,295.0,0,0,,house,house,1,135,Brussel-Capital,Brussels_zone,1,4500.0,1
203.0,285000.0,just renovated,2.0,4.0,installed,,,9500,133.0,0,0,,house,house,1,40,East Flanders,Flanders_zone,3,1403.9408866995075,1
140.0,295000.0,,4.0,3.0,,,,4253,825.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,2107.1428571428573,1
210.0,675000.0,to be done up,2.0,4.0,not installed,,,1090,355.0,0,0,,house,apartment,1,60,Brussel-Capital,Brussels_zone,1,3214.285714285714,3
198.0,349000.0,good,3.0,4.0,installed,,,4500,518.0,0,0,,house,house,0,0,Liege,Wallonia_zone,2,1762.6262626262626,1
180.0,359000.0,just renovated,2.0,4.0,,,,2930,152.0,1,1,,house,mansion,0,0,Antwerp,Flanders_zone,3,1994.4444444444443,6
528.0,1895000.0,good,4.0,7.0,,,1.0,1380,5600.0,0,0,True,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,3589.0151515151515,2
182.0,195000.0,good,3.0,3.0,installed,,,6031,240.0,0,0,,house,house,1,145,Hainaut,Wallonia_zone,2,1071.4285714285713,1
270.0,395000.0,to renovate,2.0,5.0,,,,1210,80.0,0,0,,house,house,1,5,Brussel-Capital,Brussels_zone,1,1462.962962962963,1
376.0,675000.0,good,,5.0,,,1.0,3110,1761.0,1,25,True,house,villa,1,1000,Flemish Brabant,Flanders_zone,3,1795.212765957447,2
804.0,1300000.0,good,2.0,9.0,usa installed,,,1210,348.0,1,21,,house,apartment,0,0,Brussel-Capital,Brussels_zone,1,1616.915422885572,3
182.0,345000.0,,3.0,3.0,,,1.0,5522,232.0,0,0,,house,house,0,0,Namur,Wallonia_zone,2,1895.6043956043957,1
245.0,385000.0,to renovate,4.0,5.0,,,,7863,15000.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1571.4285714285713,1
240.0,420000.0,good,2.0,9.0,usa hyper equipped,,,2140,93.0,0,0,,house,house,1,30,Antwerp,Flanders_zone,3,1750.0,1
120.0,239000.0,to renovate,3.0,2.0,semi equipped,,,2580,196.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,1991.6666666666667,1
390.0,549000.0,to be done up,3.0,4.0,installed,,,1800,373.0,0,0,,house,mixed,0,0,Flemish Brabant,Flanders_zone,3,1407.6923076923076,4
230.0,445000.0,as new,3.0,5.0,hyper equipped,,,5300,1759.0,1,12,,house,mansion,1,1400,Namur,Wallonia_zone,2,1934.7826086956522,6
244.0,415000.0,just renovated,1.0,3.0,,,,2930,244.0,1,21,,house,house,1,150,Antwerp,Flanders_zone,3,1700.8196721311476,1
163.0,486000.0,,3.0,3.0,installed,,,2820,304.0,1,9,,house,house,1,203,Antwerp,Flanders_zone,3,2981.59509202454,1
174.0,439000.0,as new,,3.0,installed,,,3690,4110.0,1,40,,house,house,0,0,Limburg,Flanders_zone,3,2522.9885057471265,1
115.0,399000.0,good,2.0,3.0,installed,,,1180,60.0,1,16,,house,house,0,0,Brussel-Capital,Brussels_zone,1,3469.5652173913045,1
158.0,259915.0,,2.0,3.0,,,,8470,174.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1645.0316455696202,1
440.0,650000.0,to be done up,2.0,5.0,,,,1060,188.0,0,0,,house,mixed,0,0,Brussel-Capital,Brussels_zone,1,1477.2727272727273,4
280.0,409000.0,as new,,3.0,hyper equipped,,,8930,695.0,0,0,,house,country,1,555,West Flanders,Flanders_zone,3,1460.7142857142858,7
180.0,225000.0,to renovate,3.0,3.0,semi equipped,,,2500,620.0,0,0,,house,house,1,315,Antwerp,Flanders_zone,3,1250.0,1
216.0,399000.0,as new,3.0,3.0,installed,,,9308,450.0,1,24,,house,house,1,200,East Flanders,Flanders_zone,3,1847.2222222222222,1
393.0,530000.0,good,3.0,5.0,installed,,,9140,480.0,0,0,,house,house,1,71,East Flanders,Flanders_zone,3,1348.6005089058524,1
100.0,235000.0,as new,4.0,3.0,hyper equipped,yes,,8420,165.0,1,30,,house,chalet,0,0,West Flanders,Flanders_zone,3,2350.0,14
233.0,798000.0,just renovated,,4.0,,,,3000,244.0,0,0,,house,mansion,0,0,Flemish Brabant,Flanders_zone,3,3424.892703862661,6
423.0,1090000.0,good,2.0,4.0,usa hyper equipped,,,1040,218.0,0,0,,house,apartment,1,76,Brussel-Capital,Brussels_zone,1,2576.8321513002365,3
160.0,281461.0,as new,4.0,3.0,hyper equipped,,,9690,510.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1759.13125,1
110.0,169000.0,good,2.0,4.0,installed,,,5570,172.0,1,55,,house,house,0,0,Namur,Wallonia_zone,2,1536.3636363636363,1
160.0,298000.0,good,2.0,2.0,installed,,,2900,132.0,0,0,,house,house,1,50,Antwerp,Flanders_zone,3,1862.5,1
530.0,1790000.0,as new,4.0,6.0,installed,,,1640,1400.0,0,0,True,house,villa,1,1,Flemish Brabant,Flanders_zone,3,3377.3584905660377,2
350.0,588000.0,good,4.0,6.0,usa hyper equipped,,,8581,2033.0,1,480,,house,mixed,1,1500,West Flanders,Flanders_zone,3,1680.0,4
91.0,330000.0,,2.0,2.0,,,,1180,65.0,1,21,,house,house,0,0,Brussel-Capital,Brussels_zone,1,3626.3736263736264,1
128.0,395000.0,as new,2.0,3.0,installed,,,2800,95.0,0,0,,house,house,1,19,Antwerp,Flanders_zone,3,3085.9375,1
340.0,350000.0,good,2.0,2.0,,,,7500,260.0,1,60,,house,mixed,0,0,Hainaut,Wallonia_zone,2,1029.4117647058824,4
150.0,315000.0,as new,3.0,3.0,hyper equipped,,,1480,715.0,1,25,,house,villa,1,615,Walloon Brabant,Wallonia_zone,2,2100.0,2
156.0,423750.0,,3.0,3.0,installed,,,9000,156.0,1,19,,house,house,0,0,East Flanders,Flanders_zone,3,2716.346153846154,1
196.0,499000.0,good,2.0,4.0,hyper equipped,,,1160,196.0,1,14,,house,house,0,0,Brussel-Capital,Brussels_zone,1,2545.918367346939,1
157.0,180000.0,to renovate,2.0,5.0,semi equipped,,,6224,650.0,1,17,,house,house,1,535,Hainaut,Wallonia_zone,2,1146.4968152866243,1
170.0,340000.0,as new,3.0,4.0,,,,1440,170.0,1,10,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2000.0,1
105.0,90000.0,to renovate,,2.0,semi equipped,,,7321,491.0,0,0,,house,house,1,386,Hainaut,Wallonia_zone,2,857.1428571428571,1
515.0,1950000.0,as new,3.0,5.0,installed,,1.0,1150,600.0,0,0,,house,house,0,0,Brussel-Capital,Brussels_zone,1,3786.4077669902913,1
121.0,292500.0,,3.0,3.0,installed,,,9600,363.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2417.3553719008264,1
540.0,3250000.0,as new,4.0,5.0,usa hyper equipped,,,1630,2000.0,1,70,True,house,exceptiona,1,1800,Flemish Brabant,Flanders_zone,3,6018.518518518518,0
190.0,299000.0,to be done up,2.0,5.0,usa semi equipped,,,1700,169.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,1573.6842105263158,1
209.0,279000.0,as new,,3.0,hyper equipped,,,8691,280.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,1334.9282296650717,1
148.0,199000.0,,2.0,2.0,installed,,,9300,90.0,0,0,,house,house,1,35,East Flanders,Flanders_zone,3,1344.5945945945946,1
350.0,569000.0,,4.0,3.0,semi equipped,,,9200,2952.0,1,32,,house,bungalow,1,1500,East Flanders,Flanders_zone,3,1625.7142857142858,9
180.0,450000.0,,2.0,5.0,installed,,,9000,58.0,0,0,,house,mixed,0,0,East Flanders,Flanders_zone,3,2500.0,4
165.0,340000.0,,,3.0,,,,1570,534.0,0,0,,house,house,0,0,Flemish Brabant,Flanders_zone,3,2060.6060606060605,1
200.0,459000.0,good,3.0,3.0,installed,,,2860,800.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2295.0,1
210.0,400000.0,,3.0,5.0,semi equipped,,,2880,151.0,1,17,,house,house,1,16,Antwerp,Flanders_zone,3,1904.7619047619048,1
159.0,386466.0,as new,3.0,3.0,installed,,,9971,555.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2430.603773584906,1
240.0,298000.0,,2.0,4.0,hyper equipped,,,6000,90.0,1,3,,house,apartment,0,0,Hainaut,Wallonia_zone,2,1241.6666666666667,3
200.0,249000.0,just renovated,3.0,3.0,installed,,,6010,320.0,1,20,,house,house,1,120,Hainaut,Wallonia_zone,2,1245.0,1
195.0,525000.0,,4.0,5.0,usa hyper equipped,,1.0,1490,761.0,0,0,,house,villa,0,0,Walloon Brabant,Wallonia_zone,2,2692.3076923076924,2
317.0,650000.0,,2.0,7.0,installed,,,1040,135.0,0,0,,house,house,0,0,Brussel-Capital,Brussels_zone,1,2050.473186119874,1
143.0,320220.0,,3.0,3.0,installed,,,2260,463.0,0,0,,house,house,0,0,Antwerp,Flanders_zone,3,2239.3006993006993,1
100.0,190000.0,good,2.0,3.0,semi equipped,,,4432,251.0,1,4,,house,house,1,167,Liege,Wallonia_zone,2,1900.0,1
493.0,799000.0,as new,4.0,7.0,installed,,1.0,8340,1584.0,0,0,,house,villa,1,1284,West Flanders,Flanders_zone,3,1620.6896551724137,2
100.0,180000.0,,3.0,3.0,semi equipped,,,7034,465.0,0,0,,house,house,1,365,Hainaut,Wallonia_zone,2,1800.0,1
100.0,239000.0,as new,1.0,3.0,installed,,,9900,75.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2390.0,1
120.0,239900.0,,2.0,3.0,,,,7060,182.0,0,0,,house,house,0,0,Hainaut,Wallonia_zone,2,1999.1666666666667,1
463.0,535000.0,as new,,5.0,,,,9750,991.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1155.5075593952483,1
253.0,495000.0,to be done up,4.0,5.0,hyper equipped,,,1340,1500.0,1,178,,house,house,1,1200,Walloon Brabant,Wallonia_zone,2,1956.5217391304348,1
111.0,266702.0,as new,3.0,3.0,semi equipped,,,9900,218.0,0,0,,house,house,1,162,East Flanders,Flanders_zone,3,2402.7207207207207,1
666.0,1400000.0,good,4.0,,,,10.0,9160,4398.0,0,0,True,house,mixed,0,0,East Flanders,Flanders_zone,3,2102.102102102102,4
230.0,175000.0,to be done up,3.0,5.0,,,,4040,473.0,1,30,,house,house,1,180,Liege,Wallonia_zone,2,760.8695652173913,1
132.0,325000.0,to renovate,4.0,5.0,,,1.0,1300,715.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2462.121212121212,1
230.0,325000.0,good,3.0,6.0,installed,,,5020,1950.0,1,30,,house,house,1,1950,Namur,Wallonia_zone,2,1413.0434782608695,1
267.0,480000.0,as new,4.0,3.0,installed,,,5300,4800.0,1,38,,house,villa,1,4000,Namur,Wallonia_zone,2,1797.752808988764,2
95.0,275000.0,as new,2.0,3.0,installed,,,1500,230.0,1,35,,house,house,1,120,Flemish Brabant,Flanders_zone,3,2894.7368421052633,1
336.0,1395000.0,,4.0,5.0,,,,8300,632.0,0,0,,house,villa,0,0,West Flanders,Flanders_zone,3,4151.785714285715,2
264.0,1150000.0,as new,4.0,5.0,installed,,1.0,2200,2303.0,0,0,True,house,villa,0,0,Antwerp,Flanders_zone,3,4356.060606060606,2
80.0,217500.0,as new,3.0,2.0,,,,8793,95.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2718.75,1
87.0,270000.0,,2.0,2.0,hyper equipped,,,8400,156.0,1,19,,house,house,1,47,West Flanders,Flanders_zone,3,3103.448275862069,1
260.0,3000000.0,as new,4.0,4.0,usa hyper equipped,,,8300,1171.0,0,0,True,house,villa,1,1171,West Flanders,Flanders_zone,3,11538.461538461539,2
196.0,154000.0,to renovate,3.0,4.0,usa semi equipped,,,5540,830.0,0,0,,house,house,1,700,Namur,Wallonia_zone,2,785.7142857142857,1
144.0,295000.0,as new,3.0,3.0,installed,,,8480,307.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,2048.6111111111113,1
228.0,325000.0,good,4.0,5.0,installed,,,6180,1000.0,0,0,,house,villa,0,0,Hainaut,Wallonia_zone,2,1425.438596491228,2
227.0,487000.0,good,4.0,3.0,usa installed,,1.0,3300,800.0,1,20,,house,villa,1,650,Flemish Brabant,Flanders_zone,3,2145.374449339207,2
147.0,292500.0,,2.0,3.0,installed,,,9600,234.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,1989.795918367347,1
360.0,950000.0,good,2.0,3.0,installed,,,1030,275.0,1,50,,house,house,1,175,Brussel-Capital,Brussels_zone,1,2638.8888888888887,1
228.0,529750.0,,3.0,3.0,not installed,,,1325,908.0,0,0,,house,house,0,0,Walloon Brabant,Wallonia_zone,2,2323.464912280702,1
160.0,295000.0,good,3.0,5.0,installed,,,5030,390.0,1,45,,house,country,1,170,Namur,Wallonia_zone,2,1843.75,7
200.0,425000.0,,2.0,3.0,hyper equipped,,,5030,625.0,1,43,,house,house,0,0,Namur,Wallonia_zone,2,2125.0,1
280.0,585000.0,,,3.0,,,,9050,730.0,0,0,True,house,house,0,0,East Flanders,Flanders_zone,3,2089.285714285714,1
200.0,490000.0,good,2.0,4.0,,,,1120,150.0,1,5,,house,house,0,0,Brussel-Capital,Brussels_zone,1,2450.0,1
132.0,229000.0,to be done up,3.0,2.0,not installed,,,4287,868.0,1,30,,house,house,1,784,Liege,Wallonia_zone,2,1734.8484848484848,1
156.0,379900.0,just renovated,3.0,3.0,,,,9940,411.0,0,0,,house,house,0,0,East Flanders,Flanders_zone,3,2435.25641025641,1
373.0,980000.0,good,,7.0,installed,,,8500,98.0,1,2,,house,house,0,0,West Flanders,Flanders_zone,3,2627.3458445040214,1
143.0,262945.0,,2.0,3.0,,,,9230,186.0,1,13,,house,house,1,70,East Flanders,Flanders_zone,3,1838.7762237762238,1
110.0,285000.0,,2.0,2.0,,,,2060,56.0,0,0,,house,house,1,12,Antwerp,Flanders_zone,3,2590.909090909091,1
110.0,179000.0,good,3.0,2.0,installed,,,4100,380.0,1,20,,house,house,1,100,Liege,Wallonia_zone,2,1627.2727272727273,1
185.0,775000.0,good,2.0,4.0,installed,,,1070,117.0,0,0,,house,apartment,0,0,Brussel-Capital,Brussels_zone,1,4189.189189189189,3
335.0,1140000.0,,2.0,5.0,installed,,,1150,313.0,1,12,,house,house,1,200,Brussel-Capital,Brussels_zone,1,3402.9850746268658,1
192.0,240000.0,as new,2.0,4.0,installed,,,4317,192.0,0,0,,house,house,1,550,Liege,Wallonia_zone,2,1250.0,1
400.0,369000.0,good,3.0,4.0,semi equipped,,,6800,1620.0,0,0,,house,house,0,0,Luxembourg,Wallonia_zone,2,922.5,1
202.0,179000.0,to be done up,,1.0,,,,8720,220.0,0,0,,house,house,0,0,West Flanders,Flanders_zone,3,886.1386138613861,1
428.0,274000.0,good,3.0,4.0,installed,,,1350,1085.0,1,28,,house,house,1,835,Walloon Brabant,Wallonia_zone,2,640.1869158878504,1
147.0,270000.0,to be done up,4.0,3.0,usa semi equipped,,,5300,852.0,1,10,,house,villa,1,700,Namur,Wallonia_zone,2,1836.734693877551,2
